SHA256,Category,accelerometer,accelerometer_uncalibrated,ambient_temperature,device_private_base,game_rotation_vector,geomagnetic_rotation_vector,gravity,gyroscope,gyroscope_uncalibrated,heart_beat,heart_rate,hinge_angle,light,linear_acceleration,low_latency_offbody_detect,magnetic_field,magnetic_field_uncalibrated,motion_detect,orientation,pose_6dof,pressure,proximity,relative_humidity,rotation_vector,significant_motion,stationary_detect,step_counter,step_detector,temperature
7274C810F9914F0107CB5964465904A71CFD39E510105569FE57E1768F7B5E61,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F7560DE61A8552BC9B0B454D41FF425DF49042576F5F04741A00F9D0567F3227,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D32BEEB0D678FD2AE50C8E5FCEC328340F6E49C1E15FCEE45DC559499D6236D8,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0549C7F2FB985A68B4B460D6BE57610C02F6D87900C1FA346E120A6BEEEF1A5,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D438303156B587CC58DFF5516C7819D1289688BCD11D55E96E83B05852B16D52,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6349829C91878C8545B42F0E2AE361E68667A79F2992F5BD1D07ADBACDF5AB64,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BED4FEE2ABE81D52C39C06249B2D51F52474291C42E1E336B82B839ADD99E56E,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF6B50D4315C728307F93BCEC0291F3CDFB5B07FBA5163E31063BAD99D7AA0E3,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECDC99F15DB7F17769C161CA6E2CA16DE6AB6A8F7D47FCC6F2C3C99E10F167B0,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0E089BC41655E1BDBC01F381AA8B66C63F0DBFBBE65EE48A6FCA6E1193D06FC7,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EAF646F83708B21A55390EC1F19A459EBDFDC1514BE0C609162B0C024936916D,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9D16A561253A39EA4A4F0E8A5303D7EFE13614E7C80B7FF3F9DEE7A78ADC44E7,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615DA540D9002094DCDFF9DCCA05D0E3C4EBEEB67D4EFA209B445B028D118E08,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33DBDA1A3112EF85564BAB7754D3BE885E3680760085DDB9740D6E1CC1246B08,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1A9343BBBA1971A88E0A9E0CB6A39FFEBD436C30854897E667616BA3AAA1DF6,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F899FAF17429CBD853A00819CFCEA230CA3B7C1C7692904415EA0C652F93A3C3,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72E83A1AA39A76CA160B01AAE7FD19A31AFB13E44F3344AF5E3409641FB7DAE0,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ED7B21A2BECECB2DDA55D03CA0C50C65C98E25906F432A1181767998EC148B0E,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123576A905D91981CCAE62E251F93C547EABB86DF18C4ED1DC8E3333A420782F,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC83100175710BC07C02BCBAC741808E00FBD1BFEC56F3C4316F5B3A7CB9B651,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D8AECD3A16B0DDDD42E070252F3640B1D3C60BCFCF80607127E082E60C2FF17F,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F74A24FAA3A68C66974682819B0B0B1BE79BC7DC53128DDEF05E45A2FEA80CD3,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817C5B3A3558FCE28160AF2D8A2D8980B25B97144B7DAF602EC3A132C9267CEE,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3629BC0A2C535959C64B5E6C95C35093A175CF40D863D2643DAB7600013BC945,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
086E115191A50CA0D09D83845B9EA0A61BAA2AEE343AEC6CC8CF2845691E280C,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2F4366CD13CD99F13005203980776A729EED64734D91A79E8B16D9785D2E2194,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462D967BF653DD24F9AAE11AEF7B204E91FD38F9CC40A334A71EA5DFA623B66B,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDCA18926492F1028B15F022EB7A3D4FB127FA82AB53BFDF353BF872E66255ED,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68E4FFAFF74203AC1AD10B6097CFB40F55008C88D7B896FC6E727204AEFD850B,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E09501E6ADDA5ACE207A8C74A988D8AEFA8CEDCB3EB0C788BF74DB8825F84EC2,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88F8CFDA751120A11E995D64465EC5CF02E3378779A9E94364EE681CD5664128,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E57947F62397129A4087CA3C3A0692FD8E99F8EA1BAD3AE3BF844213682C1D86,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CEDC9271761F9E4F6EB403D16FB1E9BBB4E8692BCC6ED408045647F3FAD1ED1E,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149654C2BD9789342916BD3BE6CEE1B554A3BA339DD5F60B94CC929D13D669FA,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C1F68AFD7F75744C6878400787C54AAEB58D16273A15EFBB457F7985D5A431D,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83F1BAEE469666239FDE2B7CA319CC9CC6C6BA7142821B61BFAD4ED623AE9F02,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717245A48BBC4B72DC1DE6543CDFDAE4933C2C5BB080C27C6D52C65D5950954B,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55FEB09AF34BF8BB3E74B9B7C04DA917F39766B6D034B1D86662C8BF4B91C566,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D234604F7BBF8546567A4DD3713FC4C84966B3537ADA49460B5CC1640D02754B,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8D77FEFCF16346AE065C2E1F109DE29783250687E70CD120E543FE1F13E7B320,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119960969AD7B09BA6BAED45C2B6F9DA110AED26F9ABE4752E0B980B8515A6A2,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161FC551CA4BE1FBB6117126F75303A50DFE0C9F864712E3862ECF48262C641D,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E3EF212806B4EE26A16ACA249AD6FACD4927E768CA04B4030A32C04ED35F00E0,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
025EF026F0EE92F3944270CD5BC38BE505DB2CE23D6CEA6A8428B2E9F7726E45,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3B6EE3C07DD36A21DDD979134F23E5666896EB44594AA26025A7A5ED1FBE60EB,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FD41DD9EB5DFED539B215E8D945624C4DBC438690C518868AB65C3E4FEC26B16,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A010503799CD1D4C178EFF94971D86EC133BD84FEA2C695735265A86FB4EB353,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4814AAE5A61ADA5F67DAFF503A8403AA83CFEAA981FEF96CF373676D3DCBABFE,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E80A67938696ADBF970A8061CA5966A860B28A6F421A5AFEC273F8E2CEB60995,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBDF39F799361EFF00229931427170B8E3361ED6CB94966600B62B048CFE690E,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29A02136CF36C99277164EB555C35B17104B3B0986B5FF330D6283B67831DD68,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E28729E34643A94430414B372455D5C1F5E792AB0278014F664214E7B902069F,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
E859308D3E7D21A94F5A2A484B13B49073AC48E624D353C9164461B63378F7D5,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
EFB257CE39AA555780EA64A9502933CEBB56488CD5883F2F037977F81DF60371,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0DC78969AA1AFF93EC091D8BCEF140039D1BD6507CCFD8B9724BF6EC69A0622,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
090DFF712FCA0FE7E957257D13D7445047CED01B6FF86A0884B68EC0DE30DC9B,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47903BA6E8DBD8029DE87270ACA3C6F97BFBA254B3452ED58FC8F1BA29273BCC,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97961B4116575A8B0DA1A303BB1066D7C8FE5682C2DF4DB304E516DC7D2A7453,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42F747C924F9887C1439E270BFED3D2C74327AA5587169FCC8252BBBE62EADB6,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0017712A7274165A904B82A05FEA64E3D443C7BC6D95BDC0B1317224E60CE41F,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3BD49B82684498956647EF241FEC571773D842A685A19CA0D04C62A5F561E263,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29B7214A5DC28D802AF9BEF5C994DE1F5FBE7E92A0A527BB1ADE3EF70381F786,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F4695D7A87C0774CA6D0452360EB33B9BA7E45EE1886E14B720CC9A9BAD8ADD7,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E31E71EA382A27360DA1464F5C8F3A8D497343A6659E5FB755BA162583866F5D,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB9306BE107DE33175847EADB1B90E834C6972076C8B4EDCAEC31B03E106ECCE,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEDCE2E0C438CA8BE2077543F356595E337AB2C3B62D68422583DBFD20B9613F,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F44F2FBB23482EBDC741618C9D9230157738A5827D416E6F359F0690175E70A1,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0EFC4DBE6A833DE00976930E295CACC73EB198A98576C74F4056ECFD665C876,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1323C7FAA4772176811A365CE84AB120458DA1BDC26D77E80E5D4BD705BEB37,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3BF6FDB2FCB6B2AB7B78257849107E1D89FB6E44C0DE48D7F5F7F7F5BAB350FD,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783576B0C277BF74D53D9F94BF09A15E0428E31509133FE4FAB6D73C6665D0DE,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
701A78E2D6D01BC13AB12415562A121CE67BB7EAD4EB92AD9019F0A34510B291,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DB242966B200498E90F65B49C786CD5E679487F4FA4293F6930B73FB4DE62EEE,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FB1DC56B193FC20BFD749E45EC9C1C5DDC6060010B573FE49A0F48B534F8FF82,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE6B9D048E020CF354A7C40F5002B45B0EC8D7370963373840DA23474AF61B42,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F97D26CBA76695FB06D9B7C523ED08D4622C876C2B9C25586A548ECBC53BFA5C,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598BF6955CC5B253F1A1C50E1BF9DED3B8BD8DE9FB1227F9A836F741EC7A1CD2,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A5D124030DD78A005CC097E37581DBA3092F53C8FE1B11DA63CA0A6CA695FC5,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE8DCCA27D36D5B28FFBD1B7D0E71549179E63282C3E63DFAB55D28E754649F9,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FD5226F6A742B5F201887BB961B57F8EA360949E5285FF89C021D4475E025886,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6E1A5CD37A22E9AB65149EF5BF8ADDD8A028DE4B113E5B80E6CFA78A9A7B2801,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEE3FDDA0ACB66A0036DC053252046C8EF7BBF8C83394AE7E740E2F70662C2DB,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31E1BB5C81EBE9744F83AF77C23F32A12FAB8209EEEBB91E0B0F46B01F2314C6,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43D0FD87DCFB78A1F71FF9269794017D6657AFF3DD7289BB6CE0286CF92D8A0F,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1B0F17CB8B6C5CEB9A8C25249E97D5010053BBF8B1969AB128A682D799F58A48,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F4BD69CF13B9F8B97290430EDBECCEC1F5089EAB167FB1425F568EF25338E7DD,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
E9099765968AA8359FD7D2A9477186DC325B4D36BD0717C18277F3007CE5BA48,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E6E9DC23B8CF807266B069B56D09439AF42C4CE2ECB627A3CF3C770E3B89A13,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8DEF73204C2796B20C6605995DDBD25768C53CD55DBF6702E5694EA34A76C99,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4AD539B19C57D56BF2937A6B16994985A3E75D2151BC749D70AADA459BB20D30,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278FAD7DCE842E01CD86901D8E06E4084931BDB5E463B0CA2273A589F3471D1C,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6114B6730A92D1288B0EB8F60DE536DCDFE66D32A01BDEC57A3E8CDC4F1AC353,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57211EDBE02744C97CE4D9CDAB4B90A5228FC1B564E464CEA096FD0D4F38E01D,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19B0D29090295D74E0F98AF9E33D714C1D0A5DA9A6C5C20496DE0F1E9F7DD269,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FFE78B2FA9E681E8FAE28E5D2AB313C44B2CD1FA29D41D7B611D735C16336CBF,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38C2C88AA9B2F88EFCD7E0EC477344DD4A2FA67FCE055C1955F74D3935AB40DD,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7B6297CBBFA5F871462663E11D2ECF881CD100BC597B545F5CF3E23F72DA31DD,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94385E615B8CEE61AF63476244EFD79C1D118024ACB00895F918EE185CC450FD,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7796C6372B8D10A4001436186EB535A108C5D7B81F9E234B96B373DF569A93F4,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ADAD47DB910462600655409F081AE803C8A3F074B12980EB6AF243C09196863,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19B3D4F4D4C60D1428BC342FE75E297DD9BB873846A091CCA2F7D0A1CE83A0F7,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09880B2B15798E2D124D8ABA7EB76533AB6DAD6BF0A13BDCD8301174432DBA0B,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7518C0375BC42764B8188C11EFBDFEDBAB958F6AB392867E28B27218D51CACED,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398B8F425B1E4CB33BE515829F1CB50AD940120C323694B60426A599DF346AB7,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7C93C47D6B7D25AD6B864F517341C63B27721570F9FFA094708BE5753E5B28B7,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0F4B7B90B26961BA22CAAAD1DF7A4ABCE84357E278165765CC94CF929658FF17,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331AE7E667C7D8D46D8DEDFCC14DF5C7E590C77E0484F1BCD1486C602CDBB784,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B7CD6C9837417BA1A669F42301246FB2E0B3417A58087190A6F7ECE776F1D671,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8A06775F7346E15EF87ED8B9249A5B0D77F2449156E4AE6D399F15CC86DB073C,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02A9D2E2A51995DD0D6D1110D5CC5A5674CE9D91D78FAD36E7F32A15692CA4B,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F4157CC996830591B3DBA09F894E41FEEE7D125A682806AF152B0B2B9B13CC2F,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454A01EC6AFEFDB0E41E0A53A9CE60F1148A6235C1B87CD352C674C32B2DCBAA,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4F7CAF66C4A76ACC7D2DBCE9774C6779507909B1050496D34C13D5FEC6C25181,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E048E10A339D0B009A5BF128F9CA2687DBDB85555DA407D56B4476429551A297,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE186D784419A2C57C686AC598C354BEA60BAC9635BB02AFEBE432C3E77F583B,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
B426F4702833FB47BEC6A74F2FD115E8B051C5398ECA78A4D4275A37C90600D4,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
70EF9CDB09D2A6DAC297E2B7EDB6B1B4A3CD4A4CE5FC3A3F298BEC6757FDA8AE,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E4D15381C7EAF68C8DCB37B680F4ACDFF1DFFD5D5F5B159B4296D08B4472D548,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F9D5AC0071A1C7CCC139CA515DC884263AE3295D7F381D043786B8A705723CC8,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF8610FAFE6E23E77AFA1ED3D9EFFB13534A042A070D9623EFCBFB1DAE8A166B,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BAB64470AD4E36A70DF52E31ECA6ECEBDE9F0A8D455904367B025657C8AC0625,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0D157F449C7F520025C912A94BFAC031DA4F90443CF0BD3CA516B9323FE1DB2D,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77956C993C5EDF2D683C4ECB127C3180FB30BAFBFF451210F35A9FF740BC2C7B,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D9BCDE1F93807AAB8A5DA661D0C1D5A80982BDE68A52854D72600713CEA0CA60,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4FD5BE6FDE42892D0C9BF2350FE46E6D5F04E96B4D6AA1306D2FA635AB45C993,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F2CADCF3998AF1CC8D8B0229B48AAF0F2BAD3590586B6AED3CD01F8B19B52635,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7DE975A5AE48C7D105218F34FE4E030A588F69D8E6FFD41B9BD2AF015D7FBED1,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08694AFEEB29952B8277C15A05D18BDD13773091BC1B7171CF5A5A8E70FB95D8,Malware,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
